id_emp,Name,Apellido,birth_date,Gender,area,salary,star_date,finish_date,promotion_date,type
02-3241469,Abey,Cornuau,06/10/1979,mujer,Accounting," $112,070 ",08/09/2020,,,1
02-3265567,Gregoire,Salsbury,11/18/1982,hombre,Sales," $102,023 ",11/17/2020,,,0
02-3294319,Bruce,Kennefick,8/23/2000,hombre,"Product Management"," $82,900 ",4/22/2020,,,0
02-3365591,Hermy,Langan,11/11/1977,hombre,"Business Development"," $136,079 ",10/02/2015,,,1
02-3414035,Cloe,Wixey,12/14/1994,mujer,Sales," $68,336 ",07/07/2016,,,0
02-3429255,Calli,Ashlin,1/19/2000,hombre,Legal," $75,983 ",10/08/2004,"2012-06-10 17:51:48 UTC",,0
02-3511758,Lorelei,Idill,04/06/1981,hombre,"Business Development"," $84,477 ",6/14/2012,,,0
02-3640881,Gardener,Aim,5/20/1968,hombre,Engineering," $105,183 ",01/06/2008,,,0
02-3687358,Terra,Febry,04/04/1987,mujer,Training," $175,746 ",10/20/2006,"2023-03-27 23:02:04 UTC",,1
02-3704782,Annemarie,Bettenay,09/08/1993,mujer,Engineering," $82,146 ",02/07/2004,,,1
02-3710598,Rachel,Elven,9/20/1992,hombre,Services," $120,109 ",11/19/2012,,,0
02-3738192,Joy,Ebbens,2/13/1992,mujer,"Research and Development"," $67,394 ",6/20/2020,,,0
02-3845025,Etan,Espinet,11/26/2000,hombre,Engineering," $76,490 ",12/18/2002,,,1
02-3848206,Trip,Fallens,3/20/1993,mujer,Services," $120,221 ",07/10/2019,,,1
02-3928744,Ruben,Lilian,11/14/1971,hombre,Training," $71,738 ",4/16/2016,,,1
02-4023201,Roanna,Doohan,1/17/1990,mujer,Accounting," $95,294 ",9/15/2006,,,0
02-4034188,Alfred,Holbarrow,08/07/1977,mujer,Sales," $74,386 ",4/14/2017,,,0
02-4064527,Cherida,Meaking,01/09/2001,mujer,"Research and Development"," $124,578 ",4/20/2007,,,1
02-4168881,Ingeborg,Stainland,5/17/1996,mujer,Accounting," $169,661 ",11/01/2015,,,0
02-4210787,Jodi,Charlot,3/29/1979,mujer,Engineering," $138,716 ",02/11/2020,,,0
02-4244801,Rodney,Cape,04/05/1977,hombre,Training," $132,329 ",9/19/2003,,,0
02-4249650,Isa,Ingry,3/30/1988,hombre,Engineering," $170,925 ",9/24/2004,,,1
02-4263333,Bethanne,Teresse,06/06/1972,mujer,Engineering," $101,568 ",7/18/2017,,,1
02-4292658,Grenville,Raffon,07/12/1968,hombre,Engineering," $123,922 ",5/13/2010,,,0
02-4303313,Guillema,Magee,8/17/1999,hombre,Engineering," $173,121 ",4/28/2005,,,1
02-4370125,Danell,Evert,2/24/1997,mujer,Services," $105,782 ",08/12/2012,,,1
02-4393826,Abe,Inkle,9/22/1968,hombre,Engineering," $128,512 ",7/29/2019,,,0
02-4466418,Charisse,Doldon,1/25/1978,mujer,Accounting," $66,365 ",12/30/2006,,,0
02-4529253,Jed,Jantet,11/29/1968,hombre,Support," $179,437 ",10/31/2001,,,0
02-4662188,Yoshi,Alben,05/09/1995,mujer,Engineering," $124,172 ",09/01/2011,,,0
02-4700779,Faina,Stansell,12/01/1998,mujer,Accounting," $122,551 ",03/06/2014,"2027-09-22 23:10:49 UTC",,1
02-4807091,Vale,Castagnaro,12/24/1969,hombre,Training," $152,908 ",11/20/2011,"2026-07-10 00:58:54 UTC",,1
02-4870534,Laverna,Battleson,5/30/1979,hombre,Engineering," $135,692 ",11/04/2006,,,1
02-5001856,Tull,Kingsmill,9/17/1990,mujer,Engineering," $124,901 ",04/04/2001,,,0
02-5052249,Ilyssa,Koch,7/13/1995,hombre,"Research and Development"," $142,247 ",09/10/2019,"2029-07-23 09:51:36 UTC",,0
02-5058352,Tonnie,Romand,1/28/1985,hombre,Support," $184,866 ",11/26/2018,,,0
02-5092188,Victoria,Picot,6/19/1996,hombre,Engineering," $76,911 ",06/07/2002,,,0
02-5098456,Eugen,Pentycost,1/13/1979,hombre,"Product Management"," $72,501 ",7/16/2007,,,0
02-5131914,Bertram,Moyers,02/07/1974,mujer,Engineering," $82,479 ",6/19/2017,,,0
02-5173767,Josias,Wrankling,8/13/1984,mujer,Accounting," $91,122 ",11/18/2016,,,1
02-5197822,Dennet,Elliker,09/10/1968,mujer,Engineering," $107,272 ",07/04/2008,,,1
02-5225131,Jesselyn,Vick,1/31/1969,hombre,Engineering," $79,409 ",7/13/2008,,,0
02-5228412,Scarlet,Muggleton,06/07/2002,hombre,Engineering," $168,090 ",02/11/2020,,,0
02-5236312,Meredeth,Christian,8/30/1971,hombre,"Research and Development"," $88,728 ",8/23/2018,,,0
02-5283413,Chelsy,Cowerd,10/12/1987,mujer,Engineering," $96,160 ",2/19/2004,,,0
02-5365306,Colet,Shinton,2/19/1986,mujer,Accounting," $143,875 ",6/22/2009,"2010-04-13 14:07:04 UTC",,1
02-5404648,Dana,"O' Markey",7/20/1974,mujer,"Human Resources"," $145,135 ",4/16/2015,,,0
02-5475092,Martino,Naile,12/23/1994,hombre,Support," $109,110 ",1/16/2012,,,1
02-5476489,Joeann,Johanning,03/09/1978,mujer,Training," $111,760 ",10/12/2019,,,1
02-5523050,Ferguson,Isham,06/05/1974,hombre,Support," $173,542 ",2/13/2010,,,1
02-5610726,Bald,"De la Yglesia",11/15/1992,mujer,Services," $86,551 ",02/12/2011,,,1
02-5612157,Correna,Josowitz,12/22/1966,mujer,Training," $135,512 ",12/08/2009,,,0
02-5641376,Beauregard,Linklater,12/26/1994,hombre,"Human Resources"," $170,926 ",2/20/2016,,,0
02-5995293,Rafaelia,Biaggetti,3/28/1996,hombre,Engineering," $100,959 ",6/27/2016,,,1
02-6032154,Celestina,Barlace,7/16/1973,hombre,Accounting," $177,189 ",10/07/2004,,,0
02-6155914,Thacher,Seniour,6/20/1994,mujer,Sales," $182,577 ",02/01/2002,,,0
02-6166187,Nissa,Sealey,02/05/1970,hombre,Engineering," $113,150 ",3/27/2017,,,0
02-6180556,Aurea,Woolward,12/09/1974,hombre,Sales," $96,307 ",12/08/2000,,,0
02-6270951,Bob,Kleszinski,10/05/1992,mujer,Training," $124,961 ",10/11/2010,"2012-12-07 18:42:23 UTC",,0
02-6313385,Meta,Dennerley,10/22/1974,mujer,Sales," $122,421 ",09/12/2004,"2005-10-21 08:01:17 UTC",,0
02-6361965,Damon,Collinson,8/21/1989,hombre,Engineering," $172,863 ",03/10/2007,,,0
02-6386867,Ronna,Twiggs,5/30/1999,mujer,Training," $183,249 ",4/22/2012,,,0
02-6498239,Blinnie,Britto,5/19/1976,hombre,"Human Resources"," $98,295 ",12/25/2012,,,1
02-6555233,Raleigh,Leggan,02/02/1999,mujer,Engineering," $168,242 ",10/04/2012,,,1
02-6616430,Clemmy,Dutch,03/04/1985,hombre,Services," $152,910 ",3/14/2016,,,0
02-6637432,Andreana,Mugg,02/02/1993,mujer,Engineering," $107,689 ",10/08/2001,,,0
02-6692940,Leanora,Christaeas,12/22/1978,mujer,Engineering," $88,338 ",02/01/2015,,,0
02-6799460,Elizabet,Linwood,8/23/1971,mujer,"Business Development"," $66,680 ",11/08/2000,,,1
02-6804243,Ivor,Mowle,7/15/1972,mujer,"Research and Development"," $70,535 ",12/25/2006,,,1
02-6824219,Faydra,Slevin,01/11/1999,hombre,"Business Development"," $121,838 ",10/24/2016,,,0
02-6853604,Blinny,Domange,01/02/1979,mujer,Engineering," $84,116 ",12/10/2017,,,0
02-6930924,Gibb,Belbin,8/13/1985,mujer,"Research and Development"," $106,116 ",06/01/2018,,,0
02-7078487,Trumaine,Egdell,12/07/1980,hombre,Accounting," $101,389 ",8/18/2013,"2028-09-13 03:49:26 UTC",,1
02-7252298,Ted,Clears,7/30/2000,hombre,Accounting," $72,495 ",7/14/2010,"2015-03-24 10:31:22 UTC",,0
02-7324881,Sauncho,Bogges,5/13/1982,mujer,Accounting," $184,587 ",06/04/2017,,,0
02-7364203,Diena,Rump,6/16/1980,hombre,Accounting," $162,190 ",5/25/2002,,,0
02-7423004,Sharleen,Abba,02/04/1994,mujer,Engineering," $173,241 ",7/31/2020,,,0
02-7424672,Leoine,Chinnery,8/25/1968,hombre,Services," $77,170 ",3/17/2001,,,0
02-7482315,Audrye,Rowson,8/22/1998,hombre,Engineering," $142,123 ",5/31/2006,,,1
02-7493243,Lenci,Swalough,05/07/1992,mujer,Support," $108,262 ",01/06/2008,,,0
02-7497120,Herb,Proom,9/26/1982,mujer,Engineering," $182,042 ",03/12/2007,,,1
02-7660405,Welsh,Manjin,7/31/1974,mujer,"Business Development"," $136,874 ",11/21/2009,"2026-01-11 01:35:55 UTC",,1
02-7724901,Drusy,Mooney,10/14/1991,hombre,Training," $77,986 ",6/24/2004,,,1
02-7821145,Guendolen,Neles,09/06/1980,hombre,Training," $87,650 ",10/17/2000,,,0
02-7824555,Bonita,Dowe,10/15/1999,hombre,"Business Development"," $140,689 ",11/25/2017,,,0
02-7865520,Waverly,Chastagnier,01/09/1979,mujer,Accounting," $114,383 ",5/26/2006,,,0
02-7918864,Saidee,Gracey,6/24/1991,mujer,Accounting," $146,198 ",10/31/2008,,,1
02-7951059,Hillel,Yakovl,03/01/1976,hombre,Marketing," $112,925 ",8/27/2003,,,0
02-8010051,Arluene,"D' Angelo",9/24/1979,hombre,Engineering," $164,838 ",10/25/2001,,,1
02-8015603,Gaye,Candelin,1/14/2002,hombre,"Human Resources"," $109,161 ",6/15/2006,,,0
02-8023786,Pooh,Redding,6/22/1969,mujer,Accounting," $66,778 ",4/19/2005,"2006-09-20 08:39:41 UTC",,0
02-8063992,Martha,Bowhey,9/13/2001,mujer,"Business Development"," $71,253 ",09/11/2016,,,0
02-8121475,Corty,Mirando,9/24/1968,hombre,Engineering," $107,123 ",12/25/2000,,,0
02-8178381,Madelaine,Waterstone,05/10/1990,hombre,Marketing," $155,236 ",7/30/2008,"2016-05-01 22:21:03 UTC",,1
02-8192484,Wye,Mallebone,4/22/1998,hombre,"Product Management"," $94,282 ",5/20/2015,,,1
02-8258500,Jesus,Meddick,8/24/1986,hombre,Engineering," $125,990 ",6/28/2016,,,0
02-8285118,Ninon,Jacklings,2/26/1973,mujer,Training," $156,418 ",2/20/2010,,,0
02-8291119,Bond,Soule,5/25/1988,mujer,Engineering," $93,995 ",7/26/2001,,,1
02-8323035,Caria,Culbard,11/24/1995,hombre,"Business Development"," $89,457 ",02/05/2012,,,0
02-8326189,Abrahan,MacAne,9/14/1971,mujer,Services," $152,574 ",11/09/2001,,,1
02-8349881,Glenda,Serfati,5/13/2002,mujer,Training," $123,399 ",9/16/2001,"2005-04-04 13:31:23 UTC",,0
02-8480785,Lindi,Brogan,11/10/1970,hombre,Accounting," $169,054 ",06/12/2009,,,0
02-8537525,Conrado,Baradel,6/19/1967,mujer,Sales," $76,935 ",01/04/2003,"2009-11-22 00:46:40 UTC",,1
02-8606176,Sabra,Sange,1/31/1977,mujer,Engineering," $106,459 ",4/17/2004,"2008-10-14 15:29:32 UTC",,1
02-8608961,Harris,Alekhov,5/15/1973,hombre,Accounting," $148,372 ",8/24/2019,,,1
02-8655722,Frank,Harland,03/12/2000,hombre,Services," $162,292 ",09/11/2004,"2020-05-23 15:37:40 UTC",,1
02-8753102,Darleen,Blackaller,6/15/1976,mujer,Services," $174,650 ",10/26/2006,,,0
02-8755229,Keene,Iacomelli,10/06/1982,hombre,"Business Development"," $86,562 ",12/11/2012,,,1
02-8771890,Kariotta,Lowth,05/09/1991,hombre,"Business Development"," $131,128 ",10/06/2013,,,0
02-8791262,Lockwood,Bousler,08/11/1978,hombre,"Product Management"," $75,738 ",1/14/2011,,,0
02-8814353,Tod,Frankema,11/08/1967,mujer,"Business Development"," $164,429 ",05/05/2005,,,1
02-8826003,Tobit,Peatman,12/22/1999,hombre,Engineering," $158,582 ",03/10/2008,"2012-01-18 15:12:36 UTC",,1
02-8830577,Blanch,Petty,4/26/1993,mujer,Engineering," $149,683 ",06/01/2011,,,0
02-8871139,Will,Lang,08/01/1979,mujer,Engineering," $160,132 ",08/02/2020,,,1
02-8909025,Alonso,Jaffrey,12/26/1984,mujer,Support," $139,823 ",6/27/2008,,,0
02-8962412,Agata,Bartholat,07/01/1973,mujer,Sales," $124,238 ",03/02/2010,"2027-01-04 10:18:19 UTC",,1
02-9025346,Dolly,Thomsen,11/13/1979,mujer,"Product Management"," $151,497 ",09/02/2014,,,0
02-9027630,Zoe,Upcraft,06/10/1975,hombre,Sales," $141,245 ",02/08/2007,,,1
02-9058302,Hyacinth,Disley,05/03/1977,mujer,Engineering," $139,286 ",03/09/2005,,,0
02-9164267,Eyde,Threadgill,8/28/1990,mujer,"Human Resources"," $162,016 ",8/21/2007,,,1
02-9168361,Charlotte,Banbrick,4/13/1987,hombre,"Research and Development"," $115,061 ",06/11/2007,,,0
02-9198167,Quill,Olivia,1/22/1986,mujer,Training," $182,493 ",11/24/2000,"2006-08-24 00:12:27 UTC",,0
02-9208834,Luciana,Kopf,05/08/1977,mujer,"Research and Development"," $150,162 ",10/21/2014,,,0
02-9271017,Lauretta,Barkhouse,01/06/1973,hombre,Engineering," $131,937 ",6/27/2002,,,0
02-9343607,Kristy,Addionizio,03/08/1982,hombre,"Human Resources"," $117,701 ",9/19/2017,,,1
02-9360852,Ethelind,Hightown,6/24/1992,mujer,Accounting," $148,288 ",12/20/2004,,,1
02-9375650,Valentia,Nuccii,8/17/1989,mujer,Marketing," $99,320 ",10/22/2019,,,1
02-9380911,Zacherie,Rubbert,11/04/1999,hombre,Marketing," $125,083 ",05/06/2009,,,0
02-9395540,Shirleen,Vergo,3/18/1976,hombre,Services," $160,254 ",04/07/2005,,,0
02-9416533,Bethany,Benediktsson,7/31/1995,hombre,Accounting," $161,986 ",10/07/2009,,,1
02-9470073,Bryce,Frary,10/31/1998,mujer,Engineering," $151,814 ",04/12/2016,,,0
02-9481041,Vanessa,Hall-Gough,10/14/1971,mujer,"Business Development"," $137,294 ",11/25/2001,,,0
02-9503780,Kelley,Castaner,11/26/1977,mujer,Engineering," $154,394 ",9/18/2014,,,1
02-9613665,Sindee,Kike,6/26/2002,hombre,Marketing," $97,912 ",01/10/2001,,,1
02-9774686,Bryce,Smitherham,3/16/1982,hombre,Accounting," $128,125 ",11/19/2000,,,0
02-9778484,Francis,Alleway,4/20/1974,mujer,Accounting," $110,264 ",10/21/2000,,,0
02-9825039,Lyssa,Rainton,4/13/1998,mujer,Marketing," $124,034 ",10/11/2004,,,1
02-9825891,Tarrah,Oleksinski,9/23/1979,mujer,Engineering," $150,043 ",12/06/2005,,,1
02-9848635,Jo-ann,Blitzer,3/17/1971,mujer,"Research and Development"," $136,999 ",5/13/2005,"2012-04-25 13:27:12 UTC",,0
02-9938965,Ana,Feldstern,03/02/1985,hombre,Training," $120,502 ",12/05/2013,,,1
02-9972932,Evanne,Lander,08/05/1967,mujer,Accounting," $145,389 ",02/06/2009,,,1
03-0027869,Shepard,Codrington,05/06/1980,hombre,Accounting," $168,900 ",2/15/2008,,,0
03-0136911,Nicholas,Note,12/18/1993,hombre,Engineering," $168,719 ",11/27/2015,,,0
03-0165089,Peggie,Beed,11/28/1994,mujer,Training," $175,755 ",03/03/2002,,,1
03-0179558,Alanson,Lavery,9/29/1991,hombre,Sales," $74,699 ",01/08/2003,,,1
03-0190933,Derek,Southcoat,1/28/1975,hombre,Marketing," $120,723 ",06/12/2008,,,0
03-0229988,Joshia,Pechacek,01/08/1990,mujer,"Human Resources"," $87,841 ",1/18/2004,,,0
03-0245358,Karlan,Bissatt,7/26/1977,hombre,Engineering," $178,247 ",02/08/2008,,,0
03-0247470,Mickie,Kirsche,12/26/1974,mujer,Services," $129,021 ",11/08/2005,"2025-07-29 12:04:19 UTC",,0
03-0288444,Kora,Apperley,02/11/1998,mujer,"Research and Development"," $123,632 ",5/15/2006,,,0
03-0344195,Arlyn,Favel,10/27/1991,mujer,"Business Development"," $70,967 ",01/07/2006,,,1
03-0352788,Matteo,Buckleigh,7/27/1981,mujer,Engineering," $80,264 ",08/08/2008,,,0
03-0397691,Tabbatha,Carruth,5/26/1982,hombre,Accounting," $85,544 ",3/17/2012,,,1
03-0418386,Pippa,Morsey,9/29/2001,mujer,Auditing," $141,929 ",02/12/2008,,,1
03-0420336,Nettle,Blogg,10/23/1992,mujer,Engineering," $162,894 ",2/13/2013,,,1
03-0488568,Jobey,Dickinson,9/19/1980,mujer,Engineering," $83,627 ",06/02/2002,,,1
03-0571721,Ethelyn,Belverstone,06/12/1982,hombre,Engineering," $183,904 ",06/09/2007,,,0
03-0603418,Ware,Gillicuddy,5/23/1968,hombre,Services," $156,243 ",3/28/2010,"2019-08-14 05:31:01 UTC",,0
03-0707961,Lorenzo,Bresner,09/07/1999,hombre,Engineering," $98,622 ",3/25/2017,,,1
03-0741335,Arthur,Gilbanks,7/22/2001,hombre,Engineering," $65,387 ",02/05/2015,,,0
03-0742870,Cicely,Sindle,7/30/1982,mujer,Training," $69,618 ",05/12/2010,,,0
03-0743140,Arte,McAster,03/05/2002,mujer,Engineering," $96,536 ",02/03/2019,,,1
03-0756081,Terencio,Bann,5/15/1976,hombre,Engineering," $78,630 ",4/14/2011,"2013-03-19 02:54:55 UTC",,0
03-0838915,Delmar,Dakhov,03/03/1973,mujer,Engineering," $82,467 ",04/12/2020,,,1
03-0900961,Tremain,Lyngsted,10/10/1981,mujer,Engineering," $113,750 ",8/27/2012,,,0
03-0917668,Bria,Parlour,12/13/2001,hombre,Services," $67,756 ",12/07/2001,,,1
03-0944815,Danyette,Wrate,2/14/1976,mujer,"Business Development"," $89,837 ",08/04/2014,,,0
03-0966446,Pennie,Clyne,4/29/1974,mujer,"Product Management"," $91,560 ",8/21/2006,,,0
03-1007884,Price,O'Moylane,10/05/1983,mujer,Support," $144,892 ",01/12/2004,,,1
03-1103571,Nertie,Felten,2/27/1968,mujer,Accounting," $77,335 ",1/24/2004,,,1
03-1158217,Rutger,Iveagh,11/03/1984,hombre,"Research and Development"," $155,676 ",3/15/2005,"2005-07-17 12:13:36 UTC",,0
03-1163406,Kenn,Pond-Jones,12/10/1998,hombre,Legal," $123,911 ",2/13/2002,,,1
03-1185671,Farr,"Le Fevre",1/31/1973,mujer,Sales," $128,108 ",10/27/2003,,,1
03-1225101,Pennie,Dillow,7/31/1999,mujer,"Human Resources"," $81,573 ",01/05/2006,,,0
03-1228968,Rhiamon,Tchir,1/27/1989,mujer,"Product Management"," $171,877 ",05/08/2017,,,0
03-1265056,Baird,Hambers,11/08/2001,hombre,Training," $114,771 ",8/15/2018,,,0
03-1270313,Mayne,Banbrick,08/04/1967,mujer,Sales," $144,196 ",10/19/2005,"2022-12-01 14:29:44 UTC",,1
03-1305041,Emmott,Beverstock,11/13/1996,mujer,"Human Resources"," $126,691 ",8/23/2005,,,0
03-1392351,Randene,Noden,04/12/1992,mujer,"Business Development"," $93,358 ",08/04/2018,,,1
03-1401254,Andie,Jenkyn,8/28/1992,hombre,Engineering," $108,598 ",9/25/2020,,,1
03-1442317,Carlota,Tilson,7/29/1985,mujer,Services," $85,217 ",09/06/2003,,,1
03-1452172,Ainslie,Tidbury,08/01/1999,mujer,Engineering," $141,280 ",6/25/2003,"2019-12-22 19:24:36 UTC",,0
03-1564651,Hubie,Forman,7/31/1974,hombre,"Product Management"," $84,514 ",07/02/2001,,,1
03-1648670,Finn,Guirau,06/10/1981,hombre,Marketing," $171,710 ",09/09/2019,,,1
03-1719199,Camille,Masterman,3/21/1981,hombre,Engineering," $126,451 ",1/26/2007,,,0
03-1759111,Charity,Isaksson,5/16/1994,hombre,Accounting," $101,195 ",01/11/2009,,,1
03-1783423,Filippo,Loade,7/17/1998,mujer,Sales," $154,685 ",1/20/2009,,,1
03-1812727,Claudina,Brotheridge,12/06/1979,mujer,Accounting," $173,529 ",01/06/2007,,,0
03-1859502,Alanson,Housecroft,10/28/1968,hombre,"Product Management"," $166,561 ",10/19/2002,,,0
03-1863653,Jeremy,Purchase,8/20/2000,hombre,Engineering," $160,620 ",01/03/2011,,,1
03-1878121,Fairleigh,Oggers,06/04/1978,mujer,Training," $107,771 ",07/06/2013,,,0
03-1881282,Cecil,Hannay,3/21/1983,hombre,Sales," $101,013 ",10/21/2002,,,0
03-1910898,Richmound,Baumber,6/22/2000,hombre,Engineering," $79,204 ",8/27/2006,"2016-04-30 15:03:06 UTC",,0
03-2045542,Sunny,Callum,6/26/1977,hombre,Engineering," $154,122 ",03/11/2020,,,0
03-2136921,Sharia,Riddock,7/17/1986,hombre,"Human Resources"," $88,884 ",10/18/2006,"2018-01-16 03:22:49 UTC",,1
03-2188572,Kristel,Farington,3/30/1974,hombre,"Human Resources"," $151,386 ",10/18/2016,,,0
03-2238169,Bevin,Coaten,09/10/1979,mujer,Engineering," $71,636 ",10/08/2013,,,0
03-2359010,Iver,Dutnall,10/03/1978,hombre,"Research and Development"," $95,131 ",1/21/2001,,,0
03-2388234,Christoph,Smieton,07/12/1987,mujer,Training," $162,200 ",9/15/2006,"2010-04-12 15:53:12 UTC",,0
03-2410052,Gaile,Foyle,5/20/1996,hombre,Sales," $167,238 ",07/04/2018,,,0
03-2412363,Tully,Darey,8/22/1999,hombre,Marketing," $145,410 ",07/07/2020,,,1
03-2512094,Dougy,Jankovsky,06/03/1979,hombre,Accounting," $168,884 ",4/15/2009,,,1
03-2618961,Winthrop,Vatini,08/09/1995,hombre,Accounting," $165,889 ",02/09/2017,"2032-09-25 01:19:03 UTC",,0
03-2665184,Benedicto,Morland,6/27/1981,mujer,Training," $138,401 ",7/14/2008,,,1
03-2687919,Alf,Pascow,1/17/1986,hombre,Sales," $87,316 ",09/11/2015,,,1
03-2726936,Magnum,Smalley,1/15/1967,hombre,Services," $124,192 ",05/03/2019,,,0
03-2751365,Malory,Vears,7/24/1991,mujer,"Human Resources"," $120,059 ",11/25/2010,,,1
03-2764930,Juliane,Dunthorn,4/23/1991,hombre,Engineering," $101,430 ",6/14/2012,,,1
03-2830109,Lorine,Dellar,4/14/1972,mujer,Accounting," $97,111 ",5/20/2007,,,0
03-2859776,Bridget,Bunston,6/20/1977,hombre,Engineering," $168,155 ",06/09/2006,"2026-12-28 14:46:20 UTC",,0
03-2874966,Vivia,Blackly,02/07/1984,mujer,Legal," $145,702 ",1/26/2001,,,0
03-2960058,Lexi,Loftin,5/19/1999,hombre,Engineering," $170,137 ",09/01/2016,,,0
03-2993254,Charo,Elven,02/11/1991,hombre,Engineering," $170,906 ",11/07/2006,,,1
03-3065184,Emmott,Cargenven,03/01/1997,mujer,Accounting," $101,451 ",07/03/2009,"2016-11-02 05:52:40 UTC",,1
03-3297312,Almeria,Adney,8/20/1983,mujer,Engineering," $111,737 ",06/02/2020,,,1
03-3323204,Berti,Pashby,6/18/1980,hombre,Accounting," $164,420 ",8/22/2010,,,1
03-3428358,Rafa,Ryce,1/19/1970,mujer,"Product Management"," $96,444 ",8/28/2017,,,1
03-3450991,Raynor,Fraschini,7/22/1989,mujer,Training," $92,067 ",10/01/2020,,,1
03-3451727,Lisle,Pluvier,9/13/1983,mujer,Training," $131,447 ",11/02/2017,,,1
03-3475507,Jeanna,Willbraham,2/19/1998,hombre,Training," $136,509 ",12/28/2006,,,1
03-3614782,Filbert,Gleave,1/22/1976,hombre,Engineering," $120,952 ",11/17/2000,,,0
03-3657847,Ariel,McIlmorie,8/26/1997,hombre,Engineering," $138,135 ",2/16/2018,,,0
03-3757534,Diann,Northbridge,5/20/1970,mujer,Accounting," $128,097 ",10/01/2003,,,1
03-3769740,Gardie,Paff,5/26/1984,hombre,"Human Resources"," $108,722 ",08/10/2017,,,0
03-3822888,Dillon,Playfair,11/05/1973,mujer,Engineering," $104,270 ",12/09/2006,,,1
03-3894677,Glenn,Oxtiby,04/03/1973,mujer,Marketing," $79,429 ",06/06/2018,,,1
03-3928645,Nikolaus,Bromell,05/04/1968,hombre,Legal," $167,681 ",10/31/2004,,,1
03-3940060,Latia,Furzer,09/05/1990,hombre,"Human Resources"," $182,872 ",9/25/2017,,,1
03-3949337,Gretel,Fawssett,05/06/1970,hombre,Engineering," $93,319 ",10/27/2009,,,1
03-3972201,Alfonso,Salliss,6/30/1989,hombre,Accounting," $96,138 ",12/17/2006,,,1
03-4033672,Moe,Keigher,10/25/1996,mujer,"Research and Development"," $140,420 ",12/12/2016,"2037-07-10 20:21:58 UTC",,0
03-4112886,Hatti,Collcutt,12/19/1969,hombre,Accounting," $110,119 ",8/26/2011,,,1
03-4116883,Mathilde,Armistead,3/15/1973,mujer,Services," $128,655 ",11/18/2011,"2017-07-09 05:30:39 UTC",,1
03-4134671,Niki,Archell,01/07/1967,hombre,Accounting," $130,260 ",08/03/2016,"2032-10-18 00:50:01 UTC",,1
03-4161079,Nettle,Lergan,3/31/1969,hombre,Engineering," $95,347 ",5/16/2002,,,1
03-4180948,Delila,Rockcliffe,11/07/2000,hombre,"Human Resources"," $115,360 ",08/05/2018,"2028-01-24 20:22:14 UTC",,1
03-4231080,Ferguson,Priestman,05/09/1970,mujer,"Research and Development"," $169,247 ",12/01/2014,"2017-03-22 17:51:40 UTC",,1
03-4245735,Katerine,Hagergham,2/13/1972,mujer,Support," $162,497 ",07/06/2012,"2014-01-02 00:04:47 UTC",,1
03-4405503,Delphine,Culbert,01/01/1994,hombre,Training," $72,271 ",12/08/2002,,,1
03-4499865,Lynne,Crallan,02/11/2000,mujer,Engineering," $91,258 ",8/18/2020,,,1
03-4552124,Melissa,Bonnor,8/23/1995,hombre,Accounting," $106,536 ",4/17/2001,,,1
03-4564618,Saloma,Loosley,11/08/1986,hombre,Engineering," $88,289 ",12/23/2009,,,0
03-4610821,Maury,Lindemann,6/17/1983,mujer,Accounting," $90,952 ",01/04/2019,,,1
03-4617943,Herculie,Hatliff,11/22/1987,mujer,Accounting," $96,152 ",6/27/2017,"2029-10-30 10:45:27 UTC",,1
03-4724611,Lizabeth,McLice,11/10/1988,mujer,"Business Development"," $166,569 ",11/10/2005,"2019-04-28 23:14:00 UTC",,1
03-4742398,Nisse,Wight,3/22/1981,hombre,Engineering," $158,686 ",01/07/2012,,,1
03-4757897,Rowe,Fish,03/06/1991,hombre,Engineering," $173,719 ",03/06/2012,,,1
03-4949258,Eliot,Chatten,9/30/1988,hombre,Engineering," $128,004 ",07/07/2018,,,1
03-4997422,Lombard,Meace,05/06/1993,mujer,Engineering," $146,187 ",4/22/2019,,,1
03-5023451,Laurianne,Paulin,11/04/1993,hombre,Engineering," $177,384 ",6/16/2013,,,1
03-5093987,Samara,Rew,02/09/1989,hombre,Engineering," $75,509 ",8/21/2012,,,1
03-5119774,Bendix,Nunson,08/06/1967,hombre,Engineering," $141,705 ",6/20/2004,,,0
03-5120478,Mano,Greatham,1/27/2002,mujer,Training," $72,823 ",8/14/2013,,,1
03-5122131,Gladi,Abbot,12/03/1974,hombre,Accounting," $149,717 ",09/07/2017,,,1
03-5137663,Vonnie,Swaddle,9/20/1987,mujer,Accounting," $132,093 ",10/31/2015,,,0
03-5152055,Mindy,Charlon,06/07/1987,hombre,Engineering," $118,184 ",02/05/2007,,,1
03-5200029,Angel,Nickols,5/16/1972,mujer,Accounting," $156,601 ",02/07/2006,,,1
03-5334760,Prudi,Windaybank,07/01/1990,hombre,Support," $143,173 ",2/25/2015,,,0
03-5350523,Mackenzie,Drains,5/21/1983,hombre,"Business Development"," $87,097 ",5/19/2001,,,1
03-5401704,Catherin,Wiszniewski,7/18/1976,hombre,Training," $133,309 ",6/17/2008,,,1
03-5412898,Cash,Daish,10/26/1970,mujer,Services," $128,798 ",08/02/2009,,,0
03-5421399,Ertha,Gebuhr,11/05/1996,hombre,"Research and Development"," $86,513 ",11/20/2016,,,0
